,extended,country,region,provstate,city,latitude,longitude,specificity,vicinity,multiple,success,suicide,attacktype1,targtype1,target1,natlty1,individual,weaptype1,nkill,property,ishostkid,gname
46632,0,153,6,534,3782,35.202293,71.873006,1.0,1,0.0,1,1,3,15,4644,153.0,0,6,31.0,-9,0.0,Tehrik-i-Taliban Pakistan (TTP)
19833,0,92,6,337,3405,30.898024,75.860077,1.0,0,0.0,1,0,1,3,1653,92.0,0,5,2.0,0,0.0,Sikh Extremists
64666,0,113,10,289,2450,30.75711,18.195799,1.0,0,0.0,1,0,3,3,85,113.0,0,6,0.0,-9,0.0,Muslim extremists
12850,0,159,3,277,2118,-11.967368,-76.978462,1.0,0,0.0,1,0,3,1,4834,159.0,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
62439,0,228,10,57,1562,16.107723,44.680109,2.0,0,0.0,1,0,1,22,2005,228.0,0,5,1.0,0,0.0,Houthi extremists (Ansar Allah)
25480,0,43,3,271,2106,-33.366238,-70.505302,1.0,0,0.0,1,0,2,1,2720,43.0,0,5,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
83017,0,147,11,113,638,10.806326,13.458091,1.0,0,0.0,1,0,3,4,559,147.0,0,6,45.0,-9,0.0,Boko Haram
32404,0,45,3,362,2498,6.242026,-75.564766,1.0,0,0.0,1,0,3,8,3151,45.0,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
23556,0,159,3,277,3358,-12.00603,-76.904107,1.0,0,0.0,1,0,6,2,4166,159.0,0,5,0.0,0,1.0,Shining Path (SL)
78382,1,147,11,113,1428,9.398333,12.364167,1.0,0,1.0,1,0,6,14,27,147.0,0,5,3.0,0,1.0,Fulani extremists
25332,0,209,10,222,1814,37.330592,42.187274,1.0,0,0.0,1,0,2,3,559,209.0,0,5,1.0,1,0.0,Kurdistan Workers' Party (PKK)
13772,0,69,8,135,24,41.919593,8.737687,4.0,0,1.0,1,0,3,1,1555,69.0,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
53177,0,182,11,65,401,3.115641,43.64658,1.0,0,0.0,1,0,3,14,854,182.0,0,6,1.0,0,0.0,Al-Shabaab
52728,0,95,10,36,293,34.366667,43.816667,1.0,0,0.0,1,0,2,3,12,95.0,0,5,2.0,0,0.0,Al-Qaida in Iraq
81257,0,209,10,237,1893,37.985293,44.045207,3.0,0,0.0,1,0,3,4,559,209.0,0,6,1.0,1,0.0,Kurdistan Workers' Party (PKK)
68150,0,4,6,522,3661,34.24102,62.686585,2.0,0,0.0,1,0,2,3,20,4.0,0,5,1.0,0,0.0,Taliban
37269,1,45,3,369,3163,10.411301,-74.405661,4.0,0,1.0,1,0,6,1,3883,45.0,0,5,1.0,0,1.0,Revolutionary Armed Forces of Colombia (FARC)
58197,0,4,6,514,3571,31.826695,64.56407,2.0,0,0.0,1,0,2,14,4455,4.0,0,5,3.0,-9,0.0,Taliban
25867,0,209,10,223,1873,37.526944,44.168889,1.0,0,0.0,1,0,2,14,2405,209.0,0,5,3.0,1,0.0,Kurdistan Workers' Party (PKK)
27900,0,159,3,481,3310,-14.054639,-73.088412,3.0,0,0.0,1,0,2,2,4100,159.0,0,5,8.0,1,0.0,Shining Path (SL)
23910,0,97,10,462,3097,32.486571,35.103314,1.0,0,0.0,1,0,3,14,3669,97.0,0,6,0.0,1,0.0,Palestinians
60337,0,228,10,57,353,16.033225,44.766555,3.0,0,0.0,1,1,3,17,20,228.0,0,6,4.0,0,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
30765,0,159,3,277,2118,-11.967368,-76.978462,1.0,0,0.0,1,0,3,14,4140,159.0,0,6,3.0,1,0.0,Shining Path (SL)
62559,0,95,10,42,1748,32.870514,44.29695,2.0,0,0.0,1,0,3,17,2315,95.0,0,6,1.0,0,0.0,Islamic State of Iraq and the Levant (ISIL)
80432,0,95,10,36,1718,33.669458,44.381155,2.0,0,0.0,1,0,3,4,48,95.0,0,6,1.0,0,0.0,Islamic State of Iraq and the Levant (ISIL)
11663,0,92,6,337,24,31.147131,75.341218,4.0,0,0.0,1,0,2,14,4305,92.0,0,5,5.0,1,0.0,Sikh Extremists
57135,0,45,3,368,2557,7.027175,-71.427448,1.0,0,0.0,1,0,6,21,3187,45.0,0,5,0.0,0,1.0,National Liberation Army of Colombia (ELN)
59136,0,182,11,73,436,3.151721,42.489719,1.0,0,0.0,1,0,3,1,512,182.0,0,6,1.0,1,0.0,Al-Shabaab
43335,0,186,6,79,1973,7.785857,81.589802,1.0,0,0.0,1,0,3,4,2486,186.0,0,6,3.0,-9,0.0,Liberation Tigers of Tamil Eelam (LTTE)
66814,1,4,6,506,3570,36.70993,67.1157,1.0,0,0.0,1,1,5,2,4454,4.0,0,6,14.0,1,1.0,Taliban
63024,0,147,11,108,735,10.485807,12.356241,1.0,0,1.0,1,0,7,14,27,147.0,0,8,6.0,1,0.0,Boko Haram
70098,0,147,11,118,1290,9.542234,8.899672,2.0,0,1.0,1,0,2,14,13,147.0,0,5,2.0,0,0.0,Fulani extremists
47199,0,92,6,126,783,24.179793,86.306772,3.0,0,0.0,1,0,3,19,1345,92.0,0,6,0.0,1,0.0,Communist Party of India - Maoist (CPI-Maoist)
49078,0,92,6,128,914,22.870022,86.476908,1.0,0,0.0,1,0,2,2,1445,92.0,0,9,1.0,0,0.0,Communist Party of India - Maoist (CPI-Maoist)
51697,0,182,11,73,410,3.503923,42.236244,2.0,0,0.0,1,0,1,2,833,182.0,0,9,1.0,0,0.0,Al-Shabaab
41119,0,45,3,469,3242,1.61456,-75.6053,1.0,0,0.0,1,0,3,1,3988,45.0,0,6,11.0,-9,0.0,Revolutionary Armed Forces of Colombia (FARC)
23734,0,92,6,337,24,31.147131,75.341218,4.0,0,0.0,1,0,1,8,4277,92.0,0,5,2.0,0,0.0,Sikh Extremists
64776,0,228,10,182,1558,15.635556,44.323889,2.0,0,1.0,1,0,3,14,854,228.0,0,6,0.0,1,0.0,Houthi extremists (Ansar Allah)
70762,0,92,6,127,836,18.792596,80.813556,1.0,0,0.0,1,0,3,4,2943,92.0,0,6,0.0,0,0.0,Maoists
44329,0,95,10,36,252,34.208416,43.890713,1.0,0,0.0,0,0,2,4,487,217.0,0,5,6.0,0,0.0,Al-Qaida in Iraq
41994,0,95,10,33,247,33.303566,44.371773,1.0,0,0.0,1,1,3,14,492,217.0,0,6,22.0,1,0.0,Al-Qaida in Iraq
45545,0,185,8,91,546,43.442153,-3.453193,1.0,0,0.0,1,0,3,4,1011,185.0,0,6,1.0,1,0.0,Basque Fatherland and Freedom (ETA)
21948,0,92,6,337,3417,31.787766,75.601895,1.0,0,0.0,1,0,1,14,4252,92.0,0,5,4.0,0,0.0,Sikh Extremists
26355,0,185,8,86,509,43.258434,-2.921819,1.0,0,0.0,1,0,3,3,1106,185.0,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
5210,0,69,8,136,131,48.856644,2.34233,1.0,0,0.0,1,0,3,1,765,69.0,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
46064,1,182,11,65,401,3.115641,43.64658,1.0,0,0.0,1,0,2,2,848,182.0,0,5,0.0,-9,1.0,Al-Shabaab
40716,0,160,5,394,2639,7.437136,125.812182,1.0,0,1.0,1,0,7,8,3334,160.0,0,8,0.0,1,0.0,New People's Army (NPA)
42844,0,160,5,1,22,6.050458,121.012245,1.0,0,0.0,1,0,3,14,6,160.0,0,6,9.0,1,0.0,Abu Sayyaf Group (ASG)
55099,0,153,6,468,3800,25.389288,68.357338,1.0,0,0.0,1,0,1,22,4645,153.0,0,5,1.0,0,0.0,Tehrik-i-Taliban Pakistan (TTP)
45782,0,153,6,534,3731,34.006004,71.53743,1.0,0,0.0,1,0,3,2,4695,153.0,0,6,0.0,-9,0.0,Tehrik-i-Taliban Pakistan (TTP)
53024,0,4,6,509,3582,32.37001,62.128456,1.0,0,0.0,1,0,2,2,4464,4.0,0,5,2.0,1,0.0,Taliban
14443,0,61,2,150,1209,14.15695,-89.011475,1.0,0,1.0,1,0,3,4,1793,61.0,0,6,1.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
80788,1,147,11,177,1368,7.084237,6.239724,1.0,0,1.0,1,0,6,14,13,147.0,0,5,1.0,0,1.0,Fulani extremists
26787,0,185,8,87,573,36.719648,-4.420016,1.0,0,0.0,1,0,3,3,1079,185.0,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
49869,1,160,5,4,10,6.887752,122.154588,1.0,0,0.0,1,0,6,14,11,217.0,0,5,0.0,0,1.0,Abu Sayyaf Group (ASG)
30716,0,209,10,222,1854,37.340288,41.892628,1.0,1,0.0,1,0,2,19,549,209.0,0,5,3.0,1,0.0,Kurdistan Workers' Party (PKK)
60793,0,92,6,130,2142,21.111097,85.825586,1.0,0,0.0,0,0,3,4,0,92.0,0,6,0.0,0,0.0,Maoists
19444,0,159,3,277,2118,-11.967368,-76.978462,1.0,0,1.0,1,0,3,2,1171,159.0,0,6,0.0,1,0.0,Shining Path (SL)
60241,0,182,11,66,458,1.79,44.53,3.0,0,0.0,1,0,3,4,48,422.0,0,6,1.0,1,0.0,Al-Shabaab
66875,0,4,6,507,3556,31.631083,65.742226,1.0,0,0.0,1,0,3,3,559,4.0,0,6,1.0,1,0.0,Taliban
53046,0,228,10,58,337,13.063399,44.880882,1.0,0,1.0,1,0,2,4,20,228.0,0,6,0.0,0,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
70207,0,160,5,13,2761,7.595785,125.105121,2.0,0,0.0,1,0,3,4,48,160.0,0,6,0.0,0,0.0,New People's Army (NPA)
22763,0,43,3,271,2106,-33.366238,-70.505302,1.0,0,0.0,1,0,3,4,2800,43.0,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
15004,0,183,11,19,155,-26.252697,27.870275,1.0,0,0.0,1,0,3,3,369,183.0,0,6,0.0,1,0.0,African National Congress (South Africa)
48118,0,45,3,361,3141,1.212936,-77.27471,1.0,0,0.0,1,0,3,2,3856,45.0,0,6,5.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
16095,0,145,2,448,2917,12.71321,-86.511845,1.0,0,0.0,1,0,2,14,3554,145.0,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
59284,0,160,5,1,86,6.027457,121.046,1.0,0,1.0,1,0,2,4,172,160.0,0,6,0.0,0,0.0,Abu Sayyaf Group (ASG)
15972,0,43,3,271,2106,-33.366238,-70.505302,1.0,0,0.0,1,0,3,2,1171,43.0,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
19191,0,92,6,337,3447,31.22402,75.770801,1.0,0,0.0,1,0,3,3,2560,92.0,0,6,0.0,1,0.0,Sikh Extremists
50888,0,147,11,115,634,11.974328,8.50026,1.0,1,1.0,0,0,3,20,6,147.0,0,6,0.0,0,0.0,Boko Haram
19495,0,92,6,285,3472,29.920753,74.207661,1.0,0,0.0,1,0,1,14,2601,92.0,0,5,5.0,0,0.0,Sikh Extremists
78341,0,147,11,119,1372,5.838492,6.158714,1.0,0,1.0,1,0,2,14,1926,147.0,0,9,3.0,0,0.0,Fulani extremists
51259,0,95,10,32,248,34.160587,42.37254,1.0,0,1.0,1,0,2,3,20,95.0,0,5,14.0,0,0.0,Al-Qaida in Iraq
65437,0,214,9,145,1068,47.981647,37.762325,1.0,0,0.0,1,0,3,19,1254,214.0,0,6,8.0,-9,0.0,Donetsk People's Republic
23995,0,43,3,271,2106,-33.366238,-70.505302,1.0,0,0.0,1,0,3,3,1185,43.0,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
17932,0,159,3,477,3309,-12.955214,-74.252729,1.0,0,1.0,1,0,3,21,2767,159.0,0,6,0.0,1,0.0,Shining Path (SL)
31838,0,155,10,456,3043,31.784838,35.224613,1.0,1,0.0,1,0,8,19,56,97.0,0,9,0.0,1,0.0,Palestinians
4653,0,155,10,456,3080,31.764162,35.2577,1.0,0,0.0,1,0,3,14,3704,97.0,0,6,0.0,1,0.0,Palestinians
16076,0,159,3,277,2118,-11.967368,-76.978462,1.0,0,1.0,1,0,3,9,4850,159.0,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
29200,0,92,6,287,24,26.846709,80.946159,4.0,0,0.0,1,0,2,14,4357,92.0,0,5,10.0,0,0.0,Sikh Extremists
59138,0,104,11,84,464,-4.041179,39.677612,1.0,0,0.0,0,0,3,3,524,104.0,0,6,0.0,0,0.0,Al-Shabaab
5709,0,97,10,458,3043,31.771599,35.2034,1.0,0,0.0,1,0,3,7,3654,422.0,0,6,0.0,1,0.0,Palestinians
69328,0,209,10,232,1823,37.922218,40.184376,1.0,0,0.0,0,0,2,14,1263,209.0,0,5,0.0,0,0.0,Kurdistan Workers' Party (PKK)
11783,0,61,2,158,1190,13.558889,-88.43,1.0,0,0.0,1,0,2,4,1797,61.0,0,5,1.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
65703,0,147,11,166,1286,7.689167,9.250278,3.0,0,1.0,1,0,2,14,27,147.0,0,5,1.0,1,0.0,Fulani extremists
66554,0,92,6,127,2218,18.79771,80.812864,2.0,1,0.0,1,0,3,3,2915,92.0,0,6,0.0,0,0.0,Maoists
12723,0,145,2,451,2949,11.683333,-84.95,1.0,0,0.0,1,0,2,4,1762,145.0,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
25162,0,186,6,261,1977,8.834273,80.051047,1.0,0,0.0,1,0,6,3,1068,186.0,0,5,90.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
59507,1,228,10,185,1521,15.667495,43.950701,1.0,0,0.0,1,0,4,4,20,228.0,0,6,5.0,1,1.0,Houthi extremists (Ansar Allah)
59085,0,147,11,110,644,11.485018,12.311891,1.0,0,0.0,1,0,2,14,1231,147.0,0,6,9.0,0,0.0,Boko Haram
8491,0,61,2,149,1150,13.69288,-89.199161,1.0,0,0.0,1,0,2,14,1823,61.0,0,5,1.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
52287,0,95,10,32,246,33.31065,44.038208,1.0,1,1.0,1,0,3,3,12,95.0,0,6,0.0,0,0.0,Al-Qaida in Iraq
66751,0,60,10,292,236,31.105773,29.764839,1.0,0,0.0,1,0,2,15,1211,60.0,0,5,0.0,0,0.0,Muslim extremists
43134,0,4,6,514,3671,30.550198,63.78606,1.0,0,0.0,1,0,2,3,4520,4.0,0,5,0.0,-9,0.0,Taliban
56101,0,95,10,33,247,33.303566,44.371773,1.0,0,1.0,1,0,3,14,13,95.0,0,6,4.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
17998,0,43,3,271,2106,-33.366238,-70.505302,1.0,0,0.0,1,0,3,3,2730,43.0,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
75641,0,228,10,60,350,13.586484,44.024105,1.0,0,1.0,1,0,3,14,925,228.0,0,6,0.0,-9,0.0,Houthi extremists (Ansar Allah)
20437,0,186,6,261,1974,9.666399,80.020477,1.0,0,0.0,1,0,3,4,2517,186.0,0,6,3.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
19085,0,160,5,7,2625,7.515731,123.172442,3.0,0,0.0,1,0,2,4,3325,160.0,0,5,4.0,1,0.0,New People's Army (NPA)
12879,0,69,8,143,1043,45.764043,4.835659,1.0,0,0.0,0,0,3,1,1631,69.0,0,6,0.0,0,0.0,Corsican National Liberation Front (FLNC)
63117,1,228,10,55,376,14.299835,45.219672,1.0,0,0.0,1,0,6,4,753,228.0,0,6,0.0,0,1.0,Al-Qaida in the Arabian Peninsula (AQAP)
58357,0,147,11,112,620,11.063275,7.700373,1.0,0,0.0,1,0,2,15,1212,147.0,0,5,3.0,1,0.0,Boko Haram
9567,0,159,3,277,3334,-13.06098,-76.353028,1.0,0,0.0,1,0,3,20,4130,159.0,0,6,0.0,1,0.0,Shining Path (SL)
77118,0,228,10,182,1537,15.633333,44.583333,3.0,0,1.0,1,0,2,17,1981,228.0,0,6,0.0,-9,0.0,Houthi extremists (Ansar Allah)
64356,0,92,6,131,2143,17.408542,82.715443,1.0,1,0.0,1,0,3,3,2857,92.0,0,6,0.0,0,0.0,Maoists
18097,0,160,5,401,2755,13.922197,122.595477,1.0,0,0.0,1,0,2,19,989,160.0,0,5,0.0,1,0.0,New People's Army (NPA)
11149,0,61,2,148,1219,13.496216,-87.825074,1.0,0,0.0,1,0,2,4,1772,61.0,0,5,1.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
37277,0,6,10,324,2414,36.77513,5.59993,1.0,0,1.0,1,0,3,4,3070,6.0,0,6,4.0,0,0.0,Muslim extremists
79380,0,123,11,168,2430,15.322121,0.74734,3.0,0,0.0,1,0,2,14,486,123.0,0,5,4.0,1,0.0,Muslim extremists
15346,0,43,3,271,2106,-33.366238,-70.505302,1.0,0,1.0,1,0,3,1,2701,43.0,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
18504,0,43,3,271,2106,-33.366238,-70.505302,1.0,0,0.0,1,0,3,21,2767,43.0,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
78355,0,228,10,53,314,15.325443,44.211895,1.0,0,0.0,1,0,5,14,13,228.0,0,5,0.0,0,1.0,Houthi extremists (Ansar Allah)
53285,0,228,10,50,318,14.54397,49.12458,1.0,1,1.0,1,0,3,4,48,228.0,0,6,1.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
82294,0,95,10,37,1778,36.50589,42.375995,1.0,0,0.0,1,1,3,4,2333,95.0,0,6,12.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
64164,0,45,3,376,3235,3.173889,-76.259444,2.0,0,0.0,0,0,3,20,6,45.0,0,6,0.0,0,0.0,Revolutionary Armed Forces of Colombia (FARC)
59851,0,214,9,145,1068,47.981647,37.762325,1.0,0,0.0,1,0,6,14,1741,214.0,0,9,0.0,0,1.0,Donetsk People's Republic
12144,0,159,3,277,2118,-11.967368,-76.978462,1.0,0,0.0,0,0,1,3,4107,159.0,0,5,0.0,0,0.0,Shining Path (SL)
68478,0,4,6,516,3546,35.183083,70.986575,3.0,0,0.0,1,0,2,2,4442,4.0,0,5,38.0,1,0.0,Taliban
45646,0,92,6,128,799,22.404193,87.379866,3.0,0,0.0,1,0,3,14,1340,92.0,0,6,3.0,1,0.0,Communist Party of India - Maoist (CPI-Maoist)
21358,0,61,2,158,1201,13.344322,-88.437463,1.0,0,0.0,1,0,5,10,1809,61.0,0,5,0.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
20971,0,183,11,19,164,-26.1072,28.058292,1.0,0,0.0,1,0,3,21,309,183.0,0,6,0.0,1,0.0,African National Congress (South Africa)
19835,0,92,6,337,3418,31.633078,74.878288,1.0,0,0.0,1,0,2,14,4374,92.0,0,5,2.0,1,0.0,Sikh Extremists
30236,0,45,3,362,2498,6.242026,-75.564766,1.0,0,1.0,1,0,3,1,1088,45.0,0,6,1.0,1,0.0,National Liberation Army of Colombia (ELN)
58663,0,160,5,402,2705,6.154806,125.29006,1.0,0,0.0,1,0,2,4,3381,160.0,0,5,1.0,1,0.0,New People's Army (NPA)
27331,0,61,2,147,1156,13.883333,-88.966667,1.0,0,0.0,1,0,2,4,1847,61.0,0,5,0.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
44263,0,186,6,261,2064,8.86656,80.5093,1.0,0,0.0,1,0,3,3,2591,186.0,0,6,0.0,-9,0.0,Liberation Tigers of Tamil Eelam (LTTE)
64149,0,200,10,213,1770,35.333061,40.138737,1.0,1,0.0,1,0,2,4,2325,200.0,0,5,1.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
23040,0,155,10,325,2354,31.278791,34.256435,1.0,0,0.0,0,0,1,14,3711,155.0,0,9,0.0,0,0.0,Palestinians
36302,0,45,3,359,2544,7.927696,-72.508479,1.0,0,0.0,1,0,3,3,175,45.0,0,6,1.0,1,0.0,National Liberation Army of Colombia (ELN)
31369,0,209,10,224,1837,38.405134,42.109333,1.0,1,0.0,1,0,2,4,162,209.0,0,5,11.0,1,0.0,Kurdistan Workers' Party (PKK)
28158,0,155,10,325,2354,31.278791,34.256435,1.0,0,0.0,1,0,3,1,3719,155.0,0,6,0.0,1,0.0,Palestinians
66399,0,113,10,311,2388,31.846124,12.229722,1.0,0,0.0,1,0,3,6,355,113.0,0,6,0.0,1,0.0,Muslim extremists
31941,0,69,8,135,24,41.918891,8.737554,4.0,0,1.0,1,0,3,2,560,69.0,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
9669,0,159,3,481,3310,-14.054639,-73.088412,3.0,0,0.0,1,0,2,3,2523,159.0,0,5,1.0,1,0.0,Shining Path (SL)
54288,0,95,10,33,247,33.325375,44.421896,2.0,0,1.0,1,0,3,3,559,95.0,0,6,0.0,1,0.0,Al-Qaida in Iraq
73622,0,182,11,74,428,4.73538,45.2024,1.0,0,0.0,1,0,3,15,215,182.0,0,6,2.0,1,0.0,Al-Shabaab
23552,0,159,3,277,2118,-11.967368,-76.978462,1.0,0,1.0,1,0,3,21,1761,159.0,0,6,0.0,1,0.0,Shining Path (SL)
16223,0,159,3,277,2118,-11.967368,-76.978462,1.0,0,0.0,1,0,3,7,4845,43.0,0,6,1.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
28749,0,92,6,337,3420,30.245796,75.842072,1.0,1,1.0,1,0,7,1,1088,92.0,0,8,0.0,1,0.0,Sikh Extremists
79860,0,182,11,66,445,2.142623,45.116717,3.0,0,0.0,1,0,3,4,869,422.0,0,6,0.0,1,0.0,Al-Shabaab
47512,0,92,6,125,920,25.296631,85.017377,1.0,0,0.0,1,0,3,19,1451,92.0,0,6,0.0,1,0.0,Communist Party of India - Maoist (CPI-Maoist)
17355,0,61,2,149,1150,13.69288,-89.199161,1.0,0,1.0,1,0,3,16,1795,61.0,0,6,0.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
20108,0,362,8,193,1629,51.213924,6.780691,1.0,0,0.0,1,0,3,4,2102,216.0,0,6,0.0,1,0.0,Irish Republican Army (IRA)
82939,0,228,10,53,314,15.325443,44.211895,1.0,0,0.0,1,0,7,7,260,195.0,0,5,0.0,1,0.0,Houthi extremists (Ansar Allah)
8241,0,61,2,158,1201,13.344322,-88.437463,1.0,0,0.0,1,0,2,14,1850,61.0,0,5,10.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
64839,0,147,11,112,1303,9.636866,8.499615,3.0,0,0.0,1,0,1,14,1917,147.0,0,5,1.0,1,0.0,Fulani extremists
1747,0,603,8,190,1603,54.607712,-5.95621,1.0,0,0.0,1,0,1,3,2157,233.0,0,5,1.0,0,0.0,Irish Republican Army (IRA)
7660,0,185,8,86,528,43.090476,-2.31322,1.0,0,0.0,1,0,3,21,1107,185.0,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
53398,0,95,10,34,249,33.74324,44.623825,1.0,1,1.0,1,0,3,3,519,95.0,0,6,0.0,1,0.0,Al-Qaida in Iraq
75195,0,147,11,166,1393,7.350826,8.836276,2.0,0,1.0,1,0,2,14,27,147.0,0,5,1.0,0,0.0,Fulani extremists
49607,0,92,6,127,785,18.9,81.35,1.0,0,0.0,1,0,3,21,1456,92.0,0,6,0.0,1,0.0,Communist Party of India - Maoist (CPI-Maoist)
42209,0,186,6,215,1979,6.875271,81.830633,1.0,0,0.0,1,0,2,3,2492,186.0,0,5,2.0,-9,0.0,Liberation Tigers of Tamil Eelam (LTTE)
67091,0,214,9,145,1069,47.098835,37.81987,1.0,1,0.0,1,0,2,4,48,214.0,0,6,0.0,-9,0.0,Donetsk People's Republic
41713,0,173,10,59,343,21.543155,39.174905,1.0,0,0.0,1,0,2,7,688,217.0,0,6,9.0,-9,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
53205,0,95,10,38,250,35.45211,44.375465,1.0,1,1.0,1,0,3,3,550,95.0,0,6,9.0,1,0.0,Al-Qaida in Iraq
77803,0,153,6,468,3130,24.891115,67.143311,1.0,0,1.0,1,0,1,3,4587,153.0,0,5,1.0,0,0.0,Tehrik-i-Taliban Pakistan (TTP)
61284,0,147,11,169,1375,7.853282,10.963859,3.0,0,1.0,1,0,2,14,27,147.0,0,5,7.0,1,0.0,Fulani extremists
78051,0,182,11,68,404,2.059819,45.326115,1.0,0,1.0,0,1,1,1,512,182.0,0,6,1.0,1,0.0,Al-Shabaab
60723,0,182,11,68,404,2.059819,45.326115,1.0,0,0.0,1,0,2,14,814,182.0,0,5,1.0,0,0.0,Al-Shabaab
14739,0,43,3,271,2106,-33.366238,-70.505302,1.0,0,0.0,1,0,3,2,2705,43.0,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
17641,0,92,6,287,3403,25.47283,82.570528,1.0,0,0.0,1,0,1,2,4239,92.0,0,5,3.0,0,0.0,Sikh Extremists
1418,0,603,8,190,1624,54.409928,-7.172562,1.0,0,0.0,1,0,1,14,2091,233.0,0,5,1.0,0,0.0,Irish Republican Army (IRA)
29062,0,92,6,287,24,26.846709,80.946159,4.0,0,0.0,1,0,1,14,4251,92.0,0,5,3.0,0,0.0,Sikh Extremists
58766,0,4,6,514,3665,31.65192,64.209541,3.0,0,0.0,1,1,3,4,559,422.0,0,6,2.0,1,0.0,Taliban
51541,0,153,6,468,3130,24.891115,67.143311,1.0,0,0.0,1,1,3,3,4622,153.0,0,6,5.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
