,extended,vicinity,multiple,success,suicide,attacktype1,targtype1,target1,individual,weaptype1,nkill,property,ishostkid,gname
150,0,0,0.0,1,0,2,3,330,0,5,5.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
151,0,0,0.0,1,0,3,1,1635,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
152,0,0,0.0,1,0,2,14,5944,0,5,10.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
153,0,0,1.0,1,0,3,17,3486,0,6,1.0,-9,0.0,Islamic State of Iraq and the Levant (ISIL)
154,0,0,0.0,1,0,2,14,1222,0,5,7.0,-9,0.0,Boko Haram
155,0,0,0.0,1,0,1,2,6248,0,5,1.0,0,0.0,Shining Path (SL)
156,0,0,0.0,1,0,2,1,4612,0,8,0.0,1,0.0,Muslim extremists
157,0,0,0.0,1,0,2,3,2906,0,5,2.0,0,0.0,Fulani extremists
158,0,0,1.0,1,0,7,1,1847,0,8,0.0,1,0.0,Muslim extremists
159,0,0,0.0,1,0,3,4,4138,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
160,0,0,1.0,1,0,3,1,2338,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
161,0,1,0.0,1,0,2,3,803,0,5,2.0,1,0.0,Sikh Extremists
162,0,0,0.0,0,0,2,2,2114,0,5,0.0,0,0.0,Communist Party of India - Maoist (CPI-Maoist)
163,0,1,0.0,1,0,3,14,330,0,6,0.0,1,0.0,Al-Shabaab
164,0,0,1.0,1,0,3,2,778,0,6,8.0,1,0.0,Al-Qaida in Iraq
165,0,0,0.0,1,0,1,4,5199,0,5,1.0,0,0.0,New People's Army (NPA)
166,0,0,0.0,0,0,3,21,6189,0,6,0.0,0,0.0,Shining Path (SL)
167,0,1,0.0,1,0,1,22,6618,0,5,6.0,0,0.0,Sikh Extremists
168,0,0,0.0,1,0,7,1,3266,0,8,1.0,1,0.0,Irish Republican Army (IRA)
169,0,0,0.0,1,0,6,14,4354,0,5,0.0,0,1.0,Maoists
170,0,0,1.0,1,0,3,14,768,0,6,1.0,-9,0.0,Al-Qaida in Iraq
171,0,0,1.0,0,0,3,20,6,0,6,0.0,0,0.0,Kurdistan Workers' Party (PKK)
172,0,0,0.0,1,0,1,14,5699,0,5,1.0,0,0.0,Palestinians
173,0,0,1.0,1,0,6,14,4350,0,5,1.0,0,1.0,Maoists
174,0,0,0.0,1,0,3,14,1292,0,6,2.0,-9,0.0,Houthi extremists (Ansar Allah)
175,0,1,0.0,1,0,3,2,5431,0,6,2.0,1,0.0,Nicaraguan Democratic Force (FDN)
176,0,0,0.0,1,0,7,19,5123,0,8,0.0,1,0.0,New People's Army (NPA)
177,0,0,0.0,1,1,1,3,6802,0,6,2.0,1,0.0,Taliban
178,0,1,0.0,1,1,5,1,826,0,6,25.0,1,1.0,Taliban
179,0,0,1.0,1,0,3,21,6131,0,6,0.0,1,0.0,Shining Path (SL)
180,0,0,0.0,1,0,2,4,2660,0,5,3.0,1,0.0,Nicaraguan Democratic Force (FDN)
181,0,0,1.0,1,0,3,21,4927,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
182,0,0,0.0,0,0,2,4,48,0,5,1.0,0,0.0,New People's Army (NPA)
183,1,0,0.0,1,0,6,14,31,0,5,0.0,0,1.0,Abu Sayyaf Group (ASG)
184,0,0,0.0,1,0,1,19,3565,0,5,10.0,0,0.0,Kurdistan Workers' Party (PKK)
185,0,0,0.0,1,0,3,4,3149,0,6,1.0,1,0.0,Irish Republican Army (IRA)
186,0,0,0.0,1,0,1,11,1674,0,5,1.0,0,0.0,Basque Fatherland and Freedom (ETA)
187,0,0,0.0,1,0,2,4,2660,0,5,3.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
188,0,0,0.0,1,0,3,14,5719,0,6,1.0,1,0.0,Palestinians
189,0,1,0.0,1,0,2,3,4462,0,5,0.0,0,0.0,Maoists
190,0,0,0.0,1,1,3,3,330,0,6,1.0,1,0.0,Taliban
191,0,0,1.0,1,0,3,2,1232,0,6,0.0,-9,0.0,Al-Shabaab
192,0,0,0.0,1,0,3,1,4378,0,6,0.0,1,0.0,Maoists
193,0,0,1.0,1,0,2,14,27,0,5,40.0,1,0.0,Fulani extremists
194,0,0,0.0,1,0,6,14,27,0,5,4.0,0,1.0,Fulani extremists
195,0,0,0.0,1,0,6,14,2213,0,9,2.0,0,1.0,Communist Party of India - Maoist (CPI-Maoist)
196,0,0,1.0,1,0,2,14,27,0,6,9.0,1,0.0,Boko Haram
197,0,1,0.0,0,0,3,20,6,0,6,0.0,0,0.0,Maoists
198,0,0,1.0,1,1,3,14,13,0,6,32.0,1,0.0,Al-Qaida in Iraq
199,0,0,0.0,1,0,3,1,251,0,6,0.0,0,0.0,Abu Sayyaf Group (ASG)
200,0,0,0.0,1,1,3,15,843,0,6,90.0,1,0.0,Al-Qaida in Iraq
201,0,0,0.0,0,0,1,3,1642,0,5,0.0,0,0.0,Basque Fatherland and Freedom (ETA)
202,0,0,0.0,1,0,3,2,1225,0,6,1.0,1,0.0,Al-Shabaab
203,0,0,0.0,1,0,2,4,2670,0,5,9.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
204,0,0,0.0,1,0,3,21,714,0,6,0.0,1,0.0,Sikh Extremists
205,0,0,1.0,1,0,2,14,27,0,5,1.0,1,0.0,Fulani extremists
206,1,0,0.0,1,0,5,2,2611,0,5,0.0,0,1.0,Donetsk People's Republic
207,0,0,0.0,1,0,3,4,17,0,6,0.0,1,0.0,Abu Sayyaf Group (ASG)
208,0,0,1.0,1,0,2,3,4650,0,5,1.0,0,0.0,Muslim extremists
209,0,0,0.0,1,1,3,4,1022,0,6,1.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
210,0,0,0.0,1,0,2,3,411,0,5,1.0,1,0.0,African National Congress (South Africa)
211,0,0,0.0,1,0,7,10,801,0,8,0.0,1,0.0,Donetsk People's Republic
212,0,0,0.0,1,0,2,4,48,0,5,1.0,0,0.0,Al-Shabaab
213,0,0,1.0,1,0,3,17,172,0,6,0.0,0,0.0,Houthi extremists (Ansar Allah)
214,0,0,0.0,1,0,2,14,27,0,5,11.0,-9,-9.0,Fulani extremists
215,0,0,1.0,1,0,1,2,479,0,6,0.0,0,0.0,African National Congress (South Africa)
216,0,0,0.0,1,0,2,4,3538,0,5,4.0,1,0.0,Kurdistan Workers' Party (PKK)
217,0,1,1.0,1,0,3,19,1968,0,6,0.0,1,0.0,Maoists
218,0,0,0.0,1,0,2,17,20,0,5,2.0,0,0.0,Houthi extremists (Ansar Allah)
219,0,0,1.0,1,0,2,3,20,0,5,14.0,0,0.0,Al-Qaida in Iraq
220,0,0,0.0,0,0,3,20,6,0,6,0.0,0,0.0,Maoists
221,0,0,0.0,1,0,3,3,1471,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
222,0,0,0.0,1,1,3,14,13,0,6,14.0,0,0.0,Boko Haram
223,1,0,0.0,1,0,6,1,143,0,5,1.0,0,1.0,Abu Sayyaf Group (ASG)
224,0,0,0.0,0,0,3,20,4807,0,6,3.0,1,0.0,Palestinians
225,0,1,0.0,1,0,3,21,3639,0,6,0.0,-9,0.0,Kurdistan Workers' Party (PKK)
226,0,0,0.0,1,0,2,3,85,0,5,2.0,0,0.0,Fulani extremists
227,0,0,0.0,1,0,3,4,3873,0,5,8.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
228,0,0,0.0,1,0,3,15,3781,0,6,0.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
229,0,0,0.0,1,0,2,4,803,0,5,3.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
230,0,0,0.0,1,0,2,17,6752,0,5,1.0,0,0.0,Taliban
231,0,0,0.0,1,0,1,2,6414,0,5,2.0,0,0.0,Sikh Extremists
232,0,0,0.0,1,0,3,4,2586,0,6,18.0,1,0.0,Donetsk People's Republic
233,0,0,1.0,1,0,3,1,740,0,6,1.0,1,0.0,Al-Qaida in Iraq
234,0,0,1.0,1,0,7,1,3139,0,8,0.0,1,0.0,Irish Republican Army (IRA)
235,0,0,0.0,1,1,3,4,1263,0,6,7.0,0,0.0,Al-Shabaab
236,0,0,1.0,1,0,3,3,92,0,6,0.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
237,0,1,0.0,1,0,3,19,2028,0,6,0.0,0,0.0,Communist Party of India - Maoist (CPI-Maoist)
238,0,0,0.0,1,0,3,14,1270,0,6,1.0,0,0.0,Taliban
239,1,0,0.0,1,0,6,4,4675,0,5,0.0,0,1.0,Muslim extremists
240,0,0,0.0,1,0,3,19,106,0,6,1.0,1,0.0,Abu Sayyaf Group (ASG)
241,0,0,1.0,1,0,3,4,48,0,6,0.0,-9,0.0,Donetsk People's Republic
242,0,0,0.0,1,0,7,1,2110,0,8,0.0,1,0.0,New People's Army (NPA)
243,0,0,0.0,0,0,2,2,767,0,5,0.0,0,0.0,Muslim extremists
244,0,0,0.0,1,0,3,1,6142,0,6,0.0,1,0.0,Shining Path (SL)
245,0,0,0.0,0,0,1,4,1241,0,6,0.0,1,0.0,Al-Shabaab
246,0,0,1.0,1,0,7,2,2062,0,8,0.0,1,0.0,Communist Party of India - Maoist (CPI-Maoist)
247,0,0,0.0,1,1,3,4,48,0,6,4.0,0,0.0,Muslim extremists
248,0,0,0.0,1,0,1,1,2901,0,5,1.0,0,0.0,Sikh Extremists
249,0,0,0.0,1,0,2,4,48,0,6,0.0,-9,0.0,Donetsk People's Republic
250,0,0,0.0,1,0,3,8,4353,0,6,0.0,1,0.0,Maoists
251,0,0,0.0,1,0,3,3,411,0,6,0.0,1,0.0,African National Congress (South Africa)
252,0,0,0.0,1,0,3,21,541,0,6,0.0,1,0.0,African National Congress (South Africa)
253,0,0,0.0,1,0,2,4,20,0,6,4.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
254,0,0,0.0,1,0,3,14,4145,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
255,0,0,1.0,1,0,2,19,413,0,8,0.0,1,0.0,African National Congress (South Africa)
256,0,0,0.0,1,0,1,3,1495,0,5,3.0,0,0.0,Basque Fatherland and Freedom (ETA)
257,0,0,0.0,1,1,3,3,1033,0,6,46.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
258,0,1,0.0,1,0,2,4,2660,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
259,0,0,0.0,1,1,3,2,219,0,6,3.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
260,0,0,0.0,1,0,3,3,162,0,6,1.0,-9,0.0,Muslim extremists
261,0,0,0.0,1,0,3,16,6214,0,6,0.0,1,0.0,Shining Path (SL)
262,0,0,0.0,1,0,2,4,12,0,5,11.0,0,0.0,Tehrik-i-Taliban Pakistan (TTP)
263,0,0,0.0,1,0,2,14,2575,0,5,2.0,-9,0.0,Donetsk People's Republic
264,0,0,0.0,1,0,7,8,51,0,8,0.0,1,0.0,Boko Haram
265,0,1,0.0,1,0,3,21,4800,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
266,0,0,0.0,1,1,3,17,495,0,6,2.0,0,0.0,Boko Haram
267,0,0,1.0,1,0,3,19,1488,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
268,0,0,0.0,1,0,2,15,4576,0,5,1.0,0,0.0,Muslim extremists
269,0,0,1.0,1,0,2,14,1257,0,5,1.0,1,0.0,Boko Haram
270,0,1,1.0,1,0,7,1,1557,0,8,0.0,1,0.0,Sikh Extremists
271,1,0,0.0,1,0,6,1,125,0,5,0.0,0,1.0,Abu Sayyaf Group (ASG)
272,0,0,1.0,1,0,2,14,3086,0,5,0.0,0,0.0,Irish Republican Army (IRA)
273,0,0,0.0,1,0,3,4,3776,0,6,10.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
274,0,0,1.0,1,0,3,14,4629,1,6,2.0,1,0.0,Muslim extremists
275,1,0,0.0,1,0,6,7,5909,0,5,0.0,0,1.0,Revolutionary Armed Forces of Colombia (FARC)
276,0,0,0.0,1,0,3,4,48,0,6,11.0,0,0.0,Taliban
277,1,1,0.0,1,0,6,1,5898,0,5,0.0,0,1.0,Revolutionary Armed Forces of Colombia (FARC)
278,0,0,0.0,1,0,7,14,3884,0,5,0.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
279,0,0,0.0,1,0,2,8,842,0,5,0.0,1,0.0,Boko Haram
280,0,0,0.0,1,0,2,4,3574,0,5,2.0,-9,0.0,Kurdistan Workers' Party (PKK)
281,0,0,1.0,1,0,3,21,2752,0,6,0.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
